Enzyme(s),Experimental_size_range,Theoretical_size_range,Score,%_max_Score,NF/1000,Cost_Reduction_Factor,Enrichment_Value,Robustness,C_Score|C_NF/1000,Number_of_sites
(BpmI OR GsuI) AND (BseMII),277_437,120_280,388.0,26.78,3132.421,11.6,3.90704840125579,0.957492861642975,0.25|0.2,388
(BsaWI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,379.0,26.16,3059.861,11.88,3.90706248830955,0.940090725687955,0.25|0.2,379
(BbvI OR BseXI OR Lsp1109I) AND (BmcAI OR ScaI OR ZrmI),257_1017,100_860,367.0,25.33,2964.7,12.26,3.90731468911891,0.983983067883137,0.25|0.2,367
(Bsp1286I OR SduI) AND (MaeIII),277_417,120_260,383.0,26.43,3095.393,11.74,3.90751702216492,0.962665509754136,0.25|0.2,383
(BshFI OR BsuRI OR HaeIII) AND (DraI),297_717,140_560,503.0,34.71,4066.013,8.94,3.90760077778993,0.976561801679992,0.25|0.2,503
(Bsp1286I OR SduI) AND (MboII),277_397,120_240,398.0,27.47,3217.573,11.29,3.90764533684774,0.919255209350727,0.25|0.2,398
(AflIII) AND (BbvI OR BseXI OR Lsp1109I),317_1017,160_860,363.0,25.05,2934.941,12.38,3.90769275017887,0.977503052288005,0.25|0.2,363
(AflIII) AND (BspCNI),277_437,120_280,366.0,25.26,2960.057,12.28,3.90781898868720,0.951169616645380,0.25|0.2,366
(AjuI) AND (HphI),257_957,100_800,367.0,25.33,2968.642,12.24,3.90789176325337,0.982025148079127,0.25|0.2,367
(BsgI) AND (Hpy188I),297_477,140_320,375.0,25.88,3034.59,11.98,3.90806875461409,0.946018515926388,0.25|0.2,375
(BpmI OR GsuI) AND (BspCNI),277_437,120_280,387.0,26.71,3131.755,11.6,3.90807681444939,0.951969248342629,0.25|0.2,387
(HphI) AND (PpuMI OR Psp5II),317_957,160_800,379.0,26.16,3067.488,11.85,3.90814366247613,0.967629376608403,0.25|0.2,379
(HphI) AND (BpmI OR GsuI),257_677,100_520,427.0,29.47,3456.025,10.52,3.90814900036828,0.971228955432692,0.25|0.2,427
(AflII OR BfrI OR BspTI OR BstAFI OR MspCI OR Vha464I) AND (BbvI OR BseXI OR Lsp1109I),257_1017,100_860,364.0,25.12,2946.755,12.33,3.90824264545801,0.988568104715641,0.25|0.2,364
(BseMII) AND (MaeIII),277_397,120_240,459.0,31.68,3715.907,9.78,3.90825215059913,0.945324413691086,0.25|0.2,459
(AflII OR BfrI OR BspTI OR BstAFI OR MspCI OR Vha464I) AND (Hpy188I),297_497,140_340,375.0,25.88,3036.153,11.97,3.90829238532625,0.970728100552696,0.25|0.2,375
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (AluBI OR AluI),277_357,120_200,401.0,27.67,3246.938,11.19,3.90832962326946,0.943677325663773,0.25|0.2,401
(BbvI OR BseXI OR Lsp1109I) AND (BtsI),257_817,100_660,364.0,25.12,2947.521,12.33,3.90835552431710,0.983380657572620,0.25|0.2,364
(AanI OR PsiI) AND (Hpy188I),297_477,140_320,376.0,25.95,3050.185,11.91,3.90913833607243,0.952655374042149,0.25|0.2,376
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BspCNI),257_337,100_180,385.0,26.57,3124.7,11.63,3.90934759789997,0.922434319322978,0.25|0.2,385
(HphI) AND (PaeI OR SphI),257_917,100_760,372.0,25.67,3021.994,12.03,3.90975065785457,0.984761936298040,0.25|0.2,372
(Alw21I OR BsiHKAI) AND (Bse1I OR BseNI OR BsrI),277_597,120_440,407.0,28.09,3306.322,10.99,3.90975073765490,0.975771587339574,0.25|0.2,407
(BseGI OR BtsCI) AND (BshFI OR BsuRI OR HaeIII),297_477,140_320,386.0,26.64,3136.515,11.59,3.90986006416689,0.981375960141706,0.25|0.2,386
(BstDEI OR DdeI OR HpyF3I) AND (BstYI OR PsuI),277_357,120_200,365.0,25.19,2966.494,12.25,3.90995060981837,0.955413566037403,0.25|0.2,365
(HphI) AND (PasI),257_957,100_800,375.0,25.88,3048.187,11.92,3.91001033882992,0.981650619102915,0.25|0.2,375
(BseMI OR BsrDI) AND (Hpy188I),297_477,140_320,371.0,25.6,3017.417,12.04,3.91026142319319,0.954898673049415,0.25|0.2,371
(BstYI OR PsuI) AND (Hpy188I),297_477,140_320,418.0,28.85,3399.825,10.69,3.91028028129948,0.964329149537817,0.25|0.2,418
(Hpy188I) AND (SmlI OR SmoI),297_477,140_320,419.0,28.92,3408.938,10.66,3.91040507961116,0.969588870670220,0.25|0.2,419
(BseMII) AND (HindIII),277_457,120_300,371.0,25.6,3018.513,12.04,3.91041914097899,0.955986816743556,0.25|0.2,371
(Bpu10I) AND (MaeIII),257_477,100_320,368.0,25.4,2995.2,12.13,3.91057800838449,0.953702456154426,0.25|0.2,368
(AluBI OR AluI) AND (NmeAIII),297_437,140_280,369.0,25.47,3003.517,12.1,3.91060372825160,0.926959615552109,0.25|0.2,369
(BciVI OR BfuI) AND (Hpy188I),297_477,140_320,364.0,25.12,2965.149,12.26,3.91094513808223,0.960133691339676,0.25|0.2,364
(AluBI OR AluI) AND (BfmI OR BstSFI OR SfcI),297_417,140_260,396.0,27.33,3226.516,11.26,3.91103863714989,0.893711089632963,0.25|0.2,396
(HphI) AND (CsiI OR MabI OR SexAI),257_1017,100_860,364.0,25.12,2966.791,12.25,3.91118556922533,0.983037167793619,0.25|0.2,364
(BlpI OR Bpu1102I) AND (MlyI OR SchI),217_997,60_840,363.0,25.05,2960.822,12.27,3.91150567403119,0.981743071309451,0.25|0.2,363
(BmrI OR BmuI) AND (Hpy188I),277_417,120_260,363.0,25.05,2962.167,12.27,3.91170291433948,0.947099386129640,0.25|0.2,363
(BpuEI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,406.0,28.02,3313.876,10.97,3.91181022019735,0.937384950663939,0.25|0.2,406
(BamHI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,377.0,26.02,3078.975,11.8,3.91206481242065,0.958292104804335,0.25|0.2,377
(BstDEI OR DdeI OR HpyF3I) AND (NmeAIII),277_377,120_220,371.0,25.6,3031.049,11.99,3.91221904762279,0.947841229334716,0.25|0.2,371
(BbvI OR BseXI OR Lsp1109I) AND (PstI),257_1097,100_940,365.0,25.19,2982.125,12.19,3.91223297911136,0.981600094680250,0.25|0.2,365
(AluBI OR AluI) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_377,120_220,461.0,31.82,3767.316,9.65,3.91233112467835,0.931460037931395,0.25|0.2,461
(BtsI) AND (Hpy188I),297_477,140_320,377.0,26.02,3081.257,11.79,3.91238657304689,0.965718690645287,0.25|0.2,377
(AseI OR PshBI OR VspI) AND (BseMII),277_457,120_300,383.0,26.43,3130.458,11.61,3.91240910745052,0.952809454958282,0.25|0.2,383
(BsaJI OR BseDI) AND (SspI),297_557,140_400,403.0,27.81,3294.818,11.03,3.91252638378172,0.977823925392656,0.25|0.2,403
(BpmI OR GsuI) AND (BstYI OR PsuI),257_1117,100_960,406.0,28.02,3320.258,10.95,3.91264579820602,0.972679502583525,0.25|0.2,406
(HphI) AND (XcmI),257_837,100_680,379.0,26.16,3100.11,11.72,3.91273789404215,0.981444963870302,0.25|0.2,379
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (FokI),277_517,120_360,541.0,37.34,4425.595,8.21,3.91277440266067,0.952597695002403,0.25|0.2,541
(HphI) AND (BamHI),257_957,100_800,378.0,26.09,3092.366,11.75,3.91279908979896,0.978627535794797,0.25|0.2,378
(BbvI OR BseXI OR Lsp1109I) AND (BfmI OR BstSFI OR SfcI),237_517,80_360,366.0,25.26,2994.618,12.14,3.91286034531324,0.963671020270219,0.25|0.2,366
(HphI) AND (BtsI),257_717,100_560,365.0,25.19,2987.231,12.17,3.91297594306440,0.977364888696489,0.25|0.2,365
(Bse1I OR BseNI OR BsrI) AND (Hpy188I),297_417,140_260,400.0,27.61,3274.889,11.1,3.91313659315115,0.974749577957190,0.25|0.2,400
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BspCNI),257_337,100_180,382.0,26.36,3128.029,11.62,3.91320740784490,0.922443931131465,0.25|0.2,382
(BbvI OR BseXI OR Lsp1109I) AND (BstENI OR EcoNI OR XagI),257_977,100_820,366.0,25.26,2997.077,12.13,3.91321681545765,0.985186374239062,0.25|0.2,366
(Eam1104I) AND (Hpy188I),297_477,140_320,410.0,28.3,3359.111,10.82,3.91344049838451,0.964908803189837,0.25|0.2,410
(BspMI) AND (BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI),217_1117,60_960,365.0,25.19,2991.676,12.15,3.91362169297411,0.984482094718857,0.25|0.2,365
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (FokI),277_517,120_360,540.0,37.27,4426.894,8.21,3.91370536329294,0.954350515166177,0.25|0.2,540
(BstDEI OR DdeI OR HpyF3I) AND (PflFI OR PsyI OR Tth111I),277_377,120_220,379.0,26.16,3108.368,11.69,3.91389321937200,0.952425836208728,0.25|0.2,379
(AxyI OR Bse21I OR Bsu36I OR Eco81I) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,364.0,25.12,2989.043,12.16,3.91443077914144,0.948987534585353,0.25|0.2,364
(BlpI OR Bpu1102I) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,364.0,25.12,2989.043,12.16,3.91443077914144,0.948987534585353,0.25|0.2,364
(BstDEI OR DdeI OR HpyF3I),277_377,120_220,364.0,25.12,2989.043,12.16,3.91443077914144,0.948987534585353,0.25|0.2,364
(Bpu10I) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,364.0,25.12,2989.043,12.16,3.91443077914144,0.948987534585353,0.25|0.2,364
(BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI) AND (BstYI OR PsuI),237_657,80_500,364.0,25.12,2989.112,12.16,3.91444080441488,0.974155471022433,0.25|0.2,364
(BshFI OR BsuRI OR HaeIII) AND (FokI),317_537,160_380,390.0,26.92,3203.095,11.35,3.91450521248776,0.980831638636280,0.25|0.2,390
(BbsI OR BpiI) AND (BsaJI OR BseDI),337_677,180_520,376.0,25.95,3088.538,11.77,3.91456510414537,0.973371271065194,0.25|0.2,376
(BseRI) AND (Eam1104I),217_977,60_820,363.0,25.05,2981.776,12.19,3.91456838979585,0.981664240168996,0.25|0.2,363
(Hpy188I) AND (SspI),377_677,220_520,363.0,25.05,2982.452,12.18,3.91466683776632,0.963380119192872,0.25|0.2,363
(BspCNI) AND (MaeIII),277_397,120_240,452.0,31.19,3715.21,9.78,3.91484493221215,0.947893272948625,0.25|0.2,452
(XmnI) AND (BbvI OR BseXI OR Lsp1109I),277_1017,120_860,364.0,25.12,2992.375,12.14,3.91491463409470,0.985507394824104,0.25|0.2,364
(BspCNI) AND (PciI OR PscI),277_457,120_300,372.0,25.67,3059.513,11.88,3.91510936299029,0.968761887716847,0.25|0.2,372
(HphI) AND (BseRI),277_717,120_560,382.0,26.36,3146.236,11.55,3.91572793314212,0.977625047954052,0.25|0.2,382
(BstDEI OR DdeI OR HpyF3I) AND (MssI),277_377,120_220,364.0,25.12,2998.005,12.12,3.91573096916961,0.949046161430445,0.25|0.2,364
(AhlI OR BcuI OR SpeI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,374.0,25.81,3080.938,11.8,3.91581135657449,0.948520540527485,0.25|0.2,374
(BaeGI OR BseSI) AND (BpmI OR GsuI),177_1037,20_880,363.0,25.05,2990.393,12.15,3.91582164239052,0.984208513467013,0.25|0.2,363
(HphI) AND (XbaI),317_1097,160_940,364.0,25.12,2999.287,12.12,3.91591664148114,0.984948980128685,0.25|0.2,364
(BbvI OR BseXI OR Lsp1109I) AND (FalI),257_897,100_740,364.0,25.12,2999.66,12.11,3.91597064823998,0.984369714126912,0.25|0.2,364
(BsiSI OR MspI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,398.0,27.47,3279.908,11.08,3.91597859003656,0.947577480252730,0.25|0.2,398
(BstDEI OR DdeI OR HpyF3I) AND (FalI),277_377,120_220,386.0,26.64,3181.931,11.42,3.91610345308879,0.954922026966574,0.25|0.2,386
(BfmI OR BstSFI OR SfcI) AND (BpmI OR GsuI),257_817,100_660,391.0,26.98,3224.486,11.27,3.91628373827168,0.970948938676994,0.25|0.2,391
(BspMI) AND (Tsp45I),277_1077,120_920,373.0,25.74,3076.174,11.81,3.91630206534887,0.978730180613808,0.25|0.2,373
(BstDEI OR DdeI OR HpyF3I) AND (Sfr274I),277_377,120_220,365.0,25.19,3010.329,12.07,3.91632109794016,0.949765697230810,0.25|0.2,365
(HphI) AND (Bsp19I OR NcoI),317_1117,160_960,364.0,25.12,3003.073,12.1,3.91646450569673,0.979417115501168,0.25|0.2,364
(AjuI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,372.0,25.67,3069.182,11.84,3.91647970262360,0.944187519986468,0.25|0.2,372
(AlwI OR BspPI) AND (Hpy188I),297_477,140_320,425.0,29.33,3506.574,10.36,3.91649407829287,0.951437123602391,0.25|0.2,425
(BstDEI OR DdeI OR HpyF3I) AND (XbaI),277_377,120_220,384.0,26.5,3168.345,11.47,3.91650124130195,0.945094516012397,0.25|0.2,384
(BpmI OR GsuI) AND (FokI),257_537,100_380,380.0,26.22,3135.754,11.59,3.91655838831616,0.976471054534555,0.25|0.2,380
(NspI OR XceI) AND (Hpy188I),297_497,140_340,458.0,31.61,3779.908,9.61,3.91661575157448,0.976713864299617,0.25|0.2,458
(BmeT110I OR BsoBI) AND (Bse1I OR BseNI OR BsrI),257_677,100_520,384.0,26.5,3169.929,11.46,3.91671831064090,0.984874570716351,0.25|0.2,384
(Bpu10I) AND (Tsp45I),237_797,80_640,368.0,25.4,3039.396,11.96,3.91693946890585,0.972386652300753,0.25|0.2,368
(BfmI OR BstSFI OR SfcI) AND (BstDEI OR DdeI OR HpyF3I),277_357,120_200,377.0,26.02,3114.437,11.67,3.91703820002152,0.945965981317395,0.25|0.2,377
(XmnI) AND (Hpy188I),297_497,140_340,376.0,25.95,3106.269,11.7,3.91705121759077,0.972166813005300,0.25|0.2,376
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (HpyCH4V),297_417,140_260,456.0,31.47,3768.697,9.64,3.91722637928563,0.943835748067471,0.25|0.2,456
(AanI OR PsiI) AND (BseMII),277_457,120_300,379.0,26.16,3132.345,11.6,3.91723037973477,0.952698058996726,0.25|0.2,379
(BstDEI OR DdeI OR HpyF3I) AND (PacI),277_377,120_220,366.0,25.26,3025.387,12.01,3.91729985102031,0.948630623182888,0.25|0.2,366
(BstDEI OR DdeI OR HpyF3I) AND (Eco147I OR PceI OR SseBI OR StuI),277_377,120_220,376.0,25.95,3109.849,11.69,3.91755145726354,0.956127250797400,0.25|0.2,376
(CspAI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,363.0,25.05,3005.615,12.09,3.91802672444035,0.949622321058387,0.25|0.2,363
(Bsp1407I OR BsrGI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,384.0,26.5,3180.015,11.43,3.91809794417095,0.950197670351746,0.25|0.2,384
(BccI) AND (BsaJI OR BseDI),297_457,140_300,390.0,26.92,3230.108,11.25,3.91815243636340,0.979869442315983,0.25|0.2,390
(BbvI OR BseXI OR Lsp1109I) AND (MfeI OR MunI),257_1097,100_940,364.0,25.12,3014.809,12.05,3.91815841943620,0.991651812892571,0.25|0.2,364
(AlwI OR BspPI) AND (BstDEI OR DdeI OR HpyF3I),277_357,120_200,369.0,25.47,3057.245,11.89,3.91830387723976,0.962746336271629,0.25|0.2,369
(Eam1104I) AND (BstYI OR PsuI),257_937,100_780,383.0,26.43,3175.361,11.44,3.91859433247689,0.982533280992925,0.25|0.2,383
(BstDEI OR DdeI OR HpyF3I) AND (CspCI),277_377,120_220,369.0,25.47,3059.368,11.88,3.91860535363597,0.955376095744228,0.25|0.2,369
(HphI) AND (Bsp1407I OR BsrGI),317_1097,160_940,364.0,25.12,3020.524,12.03,3.91898090717828,0.978099441936146,0.25|0.2,364
(AluBI OR AluI) AND (BbvI OR BseXI OR Lsp1109I),297_417,140_260,370.0,25.53,3070.456,11.84,3.91900115420416,0.948984921035446,0.25|0.2,370
(BstDEI OR DdeI OR HpyF3I) AND (SmiI OR SwaI),277_377,120_220,366.0,25.26,3038.316,11.96,3.91915185527106,0.949247065135852,0.25|0.2,366
(BbvI OR BseXI OR Lsp1109I) AND (XbaI),237_857,80_700,363.0,25.05,3013.766,12.06,3.91920290401286,0.979292750684536,0.25|0.2,363
(Eam1105I) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,367.0,25.33,3047.709,11.92,3.91930743328178,0.949578221484149,0.25|0.2,367
(HphI) AND (SacI OR SstI),297_1057,140_900,365.0,25.19,3031.469,11.99,3.91936026701348,0.985795395216036,0.25|0.2,365
(AluBI OR AluI) AND (BsiSI OR MspI),297_437,140_280,384.0,26.5,3189.734,11.39,3.91942324328247,0.956334635882145,0.25|0.2,384
(BbvI OR BseXI OR Lsp1109I) AND (Eco32I),237_1017,80_860,365.0,25.19,3033.279,11.98,3.91961949395435,0.979398342456619,0.25|0.2,365
(BfmI OR BstSFI OR SfcI) AND (BseMII),277_417,120_260,388.0,26.78,3224.897,11.27,3.91968412266515,0.951017438134277,0.25|0.2,388
(BseRI) AND (BstYI OR PsuI),277_1157,120_1000,371.0,25.6,3084.472,11.78,3.91980692257536,0.992705631568773,0.25|0.2,371
(BstDEI OR DdeI OR HpyF3I) AND (Eco32I),277_377,120_220,371.0,25.6,3085.194,11.78,3.91990856847236,0.954223545151848,0.25|0.2,371
(HphI) AND (MssI),237_1077,80_920,364.0,25.12,3027.13,12.0,3.91992968847049,0.976697085347520,0.25|0.2,364
(BstDEI OR DdeI OR HpyF3I) AND (HindIII),277_377,120_220,382.0,26.36,3176.87,11.44,3.91993608060987,0.951768857099907,0.25|0.2,382
(HphI) AND (MlyI OR SchI),277_577,120_420,403.0,27.81,3351.983,10.84,3.91999676124406,0.961410471470569,0.25|0.2,403
(Bpu10I) AND (Hpy188I),257_397,100_240,381.0,26.29,3169.138,11.47,3.92001617526400,0.977890451033764,0.25|0.2,381
(Bpu10I) AND (Bse1I OR BseNI OR BsrI),257_597,100_440,389.0,26.85,3235.821,11.23,3.92003488786224,0.974197400490789,0.25|0.2,389
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BseGI OR BtsCI),297_517,140_360,453.0,31.26,3770.944,9.64,3.92035188099699,0.975268394809618,0.25|0.2,453
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (FatI),297_397,140_240,421.0,29.05,3505.75,10.37,3.92049884687144,0.907621193715108,0.25|0.2,421
(MaeIII) AND (TaqI),317_617,160_460,370.0,25.53,3081.114,11.79,3.92050604327137,0.966793031319110,0.25|0.2,370
(Bsp1286I OR SduI) AND (NspI OR XceI),277_637,120_480,385.0,26.57,3207.19,11.33,3.92066395960838,0.943615130100275,0.25|0.2,385
(BspMI) AND (HphI),317_1057,160_900,364.0,25.12,3033.277,11.98,3.92081068840853,0.980989406137608,0.25|0.2,364
(BspMI) AND (MaeIII),317_637,160_480,364.0,25.12,3033.851,11.98,3.92089286403870,0.981389982605455,0.25|0.2,364
(BsaJI OR BseDI) AND (FokI),317_537,160_380,403.0,27.81,3358.911,10.82,3.92089345048979,0.973781664595854,0.25|0.2,403
(HphI) AND (CspCI),257_1057,100_900,365.0,25.19,3044.175,11.94,3.92117675057693,0.983977192684752,0.25|0.2,365
(BseRI) AND (MlyI OR SchI),277_817,120_660,363.0,25.05,3027.843,12.0,3.92122672729741,0.974475617912635,0.25|0.2,363
(AseI OR PshBI OR VspI) AND (Bsp1286I OR SduI),277_917,120_760,369.0,25.47,3078.539,11.8,3.92131829359644,0.963375955291776,0.25|0.2,369
(BmtI OR BspOI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,366.0,25.26,3054.121,11.9,3.92140515380645,0.951238630638889,0.25|0.2,366
(BanII OR Eco24I) AND (MaeIII),297_537,140_380,366.0,25.26,3055.275,11.89,3.92156922103604,0.973054164571651,0.25|0.2,366
(BfmI OR BstSFI OR SfcI) AND (BseGI OR BtsCI),297_577,140_420,379.0,26.16,3163.973,11.49,3.92159355878897,0.953739826156736,0.25|0.2,379
(BstDEI OR DdeI OR HpyF3I) AND (CsiI OR MabI OR SexAI),277_377,120_220,367.0,25.33,3065.427,11.85,3.92182491405665,0.950393779458199,0.25|0.2,367
(AcuI OR Eco57I) AND (Alw21I OR BsiHKAI),237_1017,80_860,364.0,25.12,3040.757,11.95,3.92188033153756,0.986264679429502,0.25|0.2,364
(BsaJI OR BseDI) AND (BseGI OR BtsCI),317_537,160_380,401.0,27.67,3350.718,10.85,3.92199350606636,0.970746508406644,0.25|0.2,401
(AseI OR PshBI OR VspI) AND (BspCNI),277_457,120_300,373.0,25.74,3116.841,11.66,3.92200581628660,0.961804726843744,0.25|0.2,373
(BpmI OR GsuI) AND (BseGI OR BtsCI),297_657,140_500,372.0,25.67,3108.627,11.69,3.92202567487279,0.957918079036280,0.25|0.2,372
(Bsp19I OR NcoI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,378.0,26.09,3159.067,11.5,3.92206703702763,0.942194861257174,0.25|0.2,378
(BpmI OR GsuI) AND (Hpy188I),297_477,140_320,399.0,27.54,3336.118,10.89,3.92226850774255,0.948451697567375,0.25|0.2,399
(BbvI OR BseXI OR Lsp1109I) AND (BsgI),257_937,100_780,365.0,25.19,3053.763,11.9,3.92254246433918,0.986722360947583,0.25|0.2,365
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (CviAII),297_397,140_240,419.0,28.92,3505.629,10.37,3.92255192992716,0.915936401152572,0.25|0.2,419
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BstMBI OR DpnII OR MboI),257_377,100_220,447.0,30.85,3741.869,9.71,3.92278105597727,0.943325114613786,0.25|0.2,447
(BtsI) AND (MlyI OR SchI),277_1117,120_960,384.0,26.5,3216.573,11.3,3.92306218777719,0.974217727595043,0.25|0.2,384
(AlwNI OR CaiI OR PstNI) AND (HphI),257_717,100_560,365.0,25.19,3057.595,11.89,3.92308709506537,0.971417895684439,0.25|0.2,365
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BseGI OR BtsCI),297_517,140_360,450.0,31.06,3769.659,9.64,3.92308955231470,0.977797597833490,0.25|0.2,450
(BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI) AND (Hpy188I),317_497,160_340,395.0,27.26,3309.13,10.98,3.92311673323591,0.954903217184042,0.25|0.2,395
(BseMII) AND (SspI),277_437,120_280,371.0,25.6,3108.286,11.69,3.92314706271052,0.946345683499339,0.25|0.2,371
(BsaJI OR BseDI) AND (BseMII),257_337,100_180,393.0,27.12,3293.071,11.04,3.92320854400967,0.913494601115126,0.25|0.2,393
(Hpy188I) AND (PciI OR PscI),297_497,140_340,379.0,26.16,3176.397,11.44,3.92329556720458,0.967473983374083,0.25|0.2,379
(HphI) AND (AxyI OR Bse21I OR Bsu36I OR Eco81I),297_1097,140_940,363.0,25.05,3042.701,11.94,3.92335265218892,0.983721176554687,0.25|0.2,363
(AanI OR PsiI) AND (BspCNI),277_477,120_320,399.0,27.54,3345.603,10.86,3.92350150921860,0.947187578631238,0.25|0.2,399
(BspMI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,383.0,26.43,3211.527,11.32,3.92351280360420,0.948591861062446,0.25|0.2,383
(EcoO109I) AND (Hpy188I),297_497,140_340,418.0,28.85,3506.071,10.37,3.92364442479050,0.960994264247498,0.25|0.2,418
(AluBI OR AluI) AND (BshFI OR BsuRI OR HaeIII),297_397,140_240,372.0,25.67,3123.037,11.64,3.92403418965750,0.921578966362147,0.25|0.2,372
(BmrI OR BmuI) AND (BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI),237_1057,80_900,369.0,25.47,3098.435,11.73,3.92411602364811,0.989429860609854,0.25|0.2,369
(BspCNI) AND (SspI),277_437,120_280,370.0,25.53,3107.087,11.7,3.92415168982233,0.935663112173963,0.25|0.2,370
(BsaJI OR BseDI) AND (Tsp45I),277_537,120_380,510.0,35.2,4285.073,8.48,3.92438804881405,0.972135683569069,0.25|0.2,510
(Hpy188I) AND (MlyI OR SchI),297_477,140_320,428.0,29.54,3597.857,10.1,3.92460012892213,0.960677363533093,0.25|0.2,428
(HphI) AND (KpnI),257_1077,100_920,369.0,25.47,3103.961,11.71,3.92488988972889,0.987574563834319,0.25|0.2,369
(HphI) AND (BbvI OR BseXI OR Lsp1109I),297_717,140_560,461.0,31.82,3879.145,9.37,3.92503508816837,0.971591761245022,0.25|0.2,461
(AseI OR PshBI OR VspI) AND (Hpy188I),297_497,140_340,381.0,26.29,3206.725,11.33,3.92513674193807,0.973540538867196,0.25|0.2,381
(BspCNI) AND (HindIII),257_437,100_280,385.0,26.57,3240.859,11.21,3.92519940709174,0.971085357150957,0.25|0.2,385
(EcoO109I) AND (MlyI OR SchI),257_737,100_580,371.0,25.6,3123.711,11.63,3.92529693732161,0.982126622400561,0.25|0.2,371
(BstDEI OR DdeI OR HpyF3I) AND (BtgI),277_377,120_220,383.0,26.43,3225.405,11.27,3.92538548088542,0.951295377353287,0.25|0.2,383
(AflII OR BfrI OR BspTI OR BstAFI OR MspCI OR Vha464I) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,372.0,25.67,3134.798,11.59,3.92566662113435,0.946533288321928,0.25|0.2,372
(BstDEI OR DdeI OR HpyF3I) AND (FokI),277_357,120_200,402.0,27.74,3387.989,10.73,3.92571593852489,0.954179845708721,0.25|0.2,402
(BclI OR FbaI OR Ksp22I) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,373.0,25.74,3147.898,11.54,3.92631181984694,0.945008471958429,0.25|0.2,373
(BsaJI OR BseDI) AND (BspCNI),257_337,100_180,390.0,26.92,3292.974,11.04,3.92652369468416,0.911847684275122,0.25|0.2,390
(BspCNI) AND (NspI OR XceI),277_437,120_280,411.0,28.36,3471.067,10.47,3.92662117481161,0.959489565745087,0.25|0.2,411
(AcuI OR Eco57I) AND (BbvI OR BseXI OR Lsp1109I),277_737,120_580,382.0,26.36,3226.341,11.26,3.92664690423045,0.981206793373477,0.25|0.2,382
(BpmI OR GsuI) AND (Bse1I OR BseNI OR BsrI),277_637,120_480,400.0,27.61,3378.461,10.76,3.92665891858908,0.984296370297720,0.25|0.2,400
(AanI OR PsiI) AND (BbvI OR BseXI OR Lsp1109I),297_1017,140_860,364.0,25.12,3074.564,11.82,3.92668215408209,0.982854384628549,0.25|0.2,364
(BspCNI) AND (Eam1104I),277_437,120_280,389.0,26.85,3286.17,11.06,3.92674042525727,0.950194468456997,0.25|0.2,389
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (FatI),297_397,140_240,415.0,28.64,3505.817,10.37,3.92674114591721,0.915587927076181,0.25|0.2,415
(AflII OR BfrI OR BspTI OR BstAFI OR MspCI OR Vha464I) AND (HphI),257_957,100_800,370.0,25.53,3126.112,11.62,3.92680280947242,0.979383151575775,0.25|0.2,370
