#Chromosome	Start	End	Name	Summit	Score	ChIP	Control	FoldEnrichment	DistributionScore	FDR
chr9	49099301	49099545	Peak_9820	49099423	1.74	1.82	0.09	20.99	1.00	0.18
chr9	49217150	49217394	Peak_11137	49217272	1.40	1.54	0.14	11.16	1.00	0.23
chr9	49517325	49517569	Peak_7955	49517447	2.42	2.62	0.20	12.90	1.00	0.15
chr9	49524798	49525042	Peak_10644	49524920	1.52	1.73	0.21	8.19	1.00	0.22
chr9	49796793	49797037	Peak_7523	49796915	2.63	2.82	0.19	14.88	1.00	0.13
chr9	50227195	50227439	Peak_6404	50227317	3.38	3.47	0.10	36.12	1.00	0.08
chr9	50439223	50439467	Peak_6039	50439345	3.70	3.90	0.20	19.64	1.00	0.03
chr9	50528595	50528839	Peak_3863	50528717	6.92	7.00	0.08	83.85	1.00	0.00
chr9	50603814	50604058	Peak_3401	50603936	8.08	8.17	0.09	90.36	1.00	0.00
chr9	50659441	50659685	Peak_12444	50659563	1.17	1.28	0.11	11.89	1.00	0.31
chr9	50697655	50697899	Peak_1545	50697777	16.74	16.88	0.14	121.94	1.00	0.00
chr9	50727836	50728080	Peak_7017	50727958	2.94	3.38	0.26	12.92	0.94	0.11
chr9	50768269	50768513	Peak_9486	50768391	1.83	2.15	0.31	6.90	1.00	0.16
chr9	50768481	50768725	Peak_10913	50768603	1.45	1.63	0.18	9.22	1.00	0.24
chr9	50775164	50775408	Peak_8894	50775286	2.03	2.25	0.23	9.91	1.00	0.17
chr9	50779645	50779889	Peak_2487	50779767	11.37	11.51	0.14	82.82	1.00	0.00
chr9	50830308	50830552	Peak_2799	50830430	10.17	10.40	0.22	46.71	1.00	0.00
chr9	52679377	52679621	Peak_6451	52679499	3.34	3.62	0.28	12.94	1.00	0.08
chr9	52761302	52761546	Peak_5617	52761424	4.11	4.22	0.10	41.67	1.00	0.04
chr9	53248002	53248246	Peak_503	53248124	32.51	32.77	0.26	125.39	1.00	0.00
chr9	53248812	53249056	Peak_8429	53248934	2.20	2.31	0.11	21.57	1.00	0.17
chr9	53536634	53536878	Peak_1602	53536756	16.22	16.42	0.19	84.23	1.00	0.00
chr9	53706270	53706514	Peak_13409	53706392	1.03	1.15	0.12	9.39	1.00	0.35
chr9	53748123	53748367	Peak_2440	53748245	11.52	11.77	0.25	46.40	1.00	0.00
chr9	53914071	53914315	Peak_1958	53914193	13.99	14.09	0.10	145.40	1.00	0.00
chr9	54168534	54168778	Peak_9577	54168656	1.80	1.85	0.05	36.73	1.00	0.18
chr9	54565248	54565492	Peak_13395	54565370	1.03	1.14	0.11	10.18	1.00	0.35
chr9	54628454	54628698	Peak_11014	54628576	1.43	1.52	0.10	15.48	1.00	0.24
chr9	54664432	54664676	Peak_457	54664554	33.79	34.10	0.31	109.42	1.00	0.00
chr9	54674106	54674350	Peak_7919	54674228	2.44	2.49	0.05	49.36	1.00	0.15
chr9	54764829	54765073	Peak_13230	54764951	1.05	1.27	0.22	5.83	1.00	0.33
chr9	54803031	54803275	Peak_13333	54803153	1.04	1.12	0.08	13.44	1.00	0.35
chr9	54863488	54863732	Peak_1699	54863610	15.53	15.94	0.42	38.33	1.00	0.00
chr9	54950726	54950970	Peak_1355	54950848	18.45	23.28	0.05	449.61	0.79	0.00
chr9	55063930	55064174	Peak_13271	55064052	1.05	1.10	0.05	21.91	0.99	0.35
chr9	55154344	55154588	Peak_12296	55154466	1.19	1.37	0.15	9.17	0.97	0.32
chr9	55430136	55430380	Peak_8064	55430258	2.37	2.52	0.15	16.35	1.00	0.16
chr9	55512237	55512481	Peak_7570	55512359	2.61	2.86	0.25	11.23	1.00	0.13
chr9	55537990	55538234	Peak_11728	55538112	1.29	1.54	0.25	6.21	1.00	0.26
chr9	55938158	55938402	Peak_2252	55938280	12.43	12.71	0.28	46.09	1.00	0.00
chr9	56074923	56075167	Peak_6676	56075045	3.18	3.32	0.14	23.02	1.00	0.09
chr9	56089805	56090049	Peak_12783	56089927	1.12	1.23	0.11	11.13	1.00	0.30
chr9	56417307	56417551	Peak_11801	56417429	1.28	1.48	0.20	7.29	1.00	0.27
chr9	56488586	56488830	Peak_5451	56488708	4.28	4.48	0.20	22.44	1.00	0.04
chr9	56584321	56584565	Peak_4623	56584443	5.50	5.66	0.16	35.93	1.00	0.00
chr9	56619658	56619902	Peak_8154	56619780	2.32	2.52	0.19	13.10	1.00	0.16
chr9	56886279	56886523	Peak_10769	56886401	1.49	1.65	0.16	10.35	1.00	0.24
chr9	56950809	56951053	Peak_6522	56950931	3.28	3.57	0.29	12.42	1.00	0.09
chr9	57075687	57075931	Peak_10795	57075809	1.48	1.72	0.24	7.17	1.00	0.24
chr9	57131128	57131372	Peak_2077	57131250	13.24	13.67	0.43	31.82	1.00	0.00
chr9	57244136	57244380	Peak_7704	57244258	2.54	2.75	0.20	13.68	1.00	0.13
chr9	57537410	57537654	Peak_2363	57537532	11.82	12.05	0.23	52.54	1.00	0.00
chr9	57560828	57561072	Peak_2672	57560950	10.61	10.80	0.19	57.17	1.00	0.00
chr9	57684486	57684730	Peak_13532	57684608	1.01	1.15	0.14	8.46	1.00	0.35
chr9	57708797	57709041	Peak_11888	57708919	1.26	1.44	0.17	8.44	1.00	0.27
chr9	57969754	57969998	Peak_9913	57969876	1.71	1.94	0.23	8.32	1.00	0.21
chr9	57998151	57998395	Peak_13426	57998273	1.03	1.26	0.23	5.38	1.00	0.35
chr9	58088876	58089120	Peak_13469	58088998	1.02	1.17	0.15	7.98	1.00	0.35
chr9	58097690	58097934	Peak_7203	58097812	2.81	2.86	0.05	56.76	1.00	0.12
chr9	58194294	58194538	Peak_10216	58194416	1.63	1.99	0.36	5.47	1.00	0.21
chr9	58198705	58198949	Peak_11015	58198827	1.43	1.65	0.22	7.36	1.00	0.24
chr9	58199423	58199667	Peak_11277	58199545	1.38	1.69	0.32	5.36	1.00	0.24
chr9	58234599	58234843	Peak_1723	58234721	15.40	15.59	0.19	80.90	1.00	0.00
chr9	58418967	58419211	Peak_8702	58419089	2.10	2.16	0.07	31.81	1.00	0.17
chr9	58961752	58961996	Peak_12201	58961874	1.21	1.35	0.14	9.76	1.00	0.29
chr9	59617035	59617279	Peak_712	59617157	27.02	27.15	0.13	208.11	1.00	0.00
chr9	59750647	59750891	Peak_4809	59750769	5.21	9.18	0.15	62.57	0.58	0.00
chr9	60202823	60203067	Peak_5650	60202945	4.08	4.24	0.16	25.90	1.00	0.04
chr9	60440977	60441221	Peak_2452	60441099	11.49	11.55	0.07	169.34	1.00	0.00
chr9	60699673	60699917	Peak_3417	60699795	8.03	8.25	0.21	38.64	1.00	0.00
chr9	60741890	60742134	Peak_2180	60742012	12.77	13.02	0.25	51.54	1.00	0.00
chr9	60851643	60851887	Peak_13303	60851765	1.04	1.14	0.10	11.57	1.00	0.35
chr9	60887366	60887610	Peak_6544	60887488	3.26	3.36	0.10	32.68	1.00	0.09
chr9	60982746	60982990	Peak_8239	60982868	2.29	2.46	0.17	14.53	1.00	0.17
chr9	61139931	61140175	Peak_3286	61140053	8.41	8.50	0.10	88.08	1.00	0.00
chr9	61914111	61914355	Peak_12981	61914233	1.09	1.28	0.10	12.57	0.93	0.32
chr9	61914480	61914724	Peak_8398	61914602	2.22	2.53	0.31	8.07	1.00	0.17
chr9	62198497	62198741	Peak_1302	62198619	19.20	19.55	0.35	55.94	1.00	0.00
chr9	62282140	62282384	Peak_1685	62282262	15.65	15.92	0.26	60.40	1.00	0.00
chr9	62421178	62421422	Peak_4893	62421300	5.07	5.22	0.14	36.15	1.00	0.00
chr9	62436118	62436362	Peak_9378	62436240	1.87	1.98	0.11	17.26	1.00	0.16
chr9	62471590	62471834	Peak_2700	62471712	10.52	10.75	0.24	45.48	1.00	0.00
chr9	62811888	62812132	Peak_13086	62812010	1.07	1.35	0.28	4.86	1.00	0.34
chr9	62857601	62857845	Peak_12819	62857723	1.11	1.18	0.06	19.17	0.99	0.31
chr9	62881264	62881508	Peak_7976	62881386	2.41	2.64	0.23	11.46	1.00	0.15
chr9	62980758	62981002	Peak_4024	62980880	6.57	6.68	0.10	64.38	1.00	0.00
chr9	62981118	62981362	Peak_7609	62981240	2.59	2.83	0.24	11.88	1.00	0.13
chr9	63132929	63133173	Peak_7893	63133051	2.44	2.66	0.21	12.52	1.00	0.14
chr9	63192936	63193180	Peak_5991	63193058	3.74	3.92	0.18	21.55	1.00	0.03
chr9	63282078	63282322	Peak_2360	63282200	11.84	12.22	0.39	31.61	1.00	0.00
chr9	63284577	63284821	Peak_12881	63284699	1.10	1.30	0.20	6.56	1.00	0.32
chr9	63295495	63295739	Peak_11302	63295617	1.37	1.45	0.08	17.56	1.00	0.25
chr9	63357785	63358029	Peak_11047	63357907	1.42	1.60	0.18	8.95	1.00	0.23
chr9	63399308	63399552	Peak_3429	63399430	7.99	8.21	0.22	36.88	1.00	0.00
chr9	63443124	63443368	Peak_963	63443246	23.02	23.42	0.40	58.19	1.00	0.00
chr9	63559799	63560043	Peak_6806	63559921	3.09	3.24	0.15	22.27	1.00	0.10
chr9	63602280	63602524	Peak_13138	63602402	1.07	1.42	0.35	4.03	1.00	0.33
chr9	63759042	63759286	Peak_13226	63759164	1.05	1.23	0.17	7.15	1.00	0.33
chr9	63841167	63841411	Peak_5120	63841289	4.76	5.03	0.27	18.73	1.00	0.02
chr9	63881913	63882157	Peak_6143	63882035	3.59	3.74	0.14	25.91	1.00	0.07
chr9	63953731	63953975	Peak_2429	63953853	11.55	11.76	0.21	55.98	1.00	0.00
chr9	64018507	64018751	Peak_3756	64018629	7.17	7.31	0.14	52.20	1.00	0.00
chr9	64020041	64020285	Peak_10365	64020163	1.58	1.64	0.06	27.52	1.00	0.22
chr9	64021314	64021558	Peak_13242	64021436	1.05	1.20	0.15	7.88	1.00	0.35
chr9	64139002	64139246	Peak_7715	64139124	2.54	3.22	0.12	26.10	0.82	0.13
chr9	64268924	64269168	Peak_13332	64269046	1.04	1.09	0.05	21.09	1.00	0.35
chr9	64737713	64737957	Peak_12464	64737835	1.17	1.52	0.35	4.35	1.00	0.31
chr9	64918586	64918830	Peak_1473	64918708	17.43	17.66	0.23	77.86	1.00	0.00
chr9	64920987	64921231	Peak_5860	64921109	3.86	3.91	0.05	77.72	1.00	0.03
chr9	65021573	65021817	Peak_6748	65021695	3.12	3.47	0.06	61.14	0.91	0.10
chr9	65083437	65083681	Peak_3054	65083559	9.19	9.43	0.24	39.97	1.00	0.00
chr9	65128193	65128437	Peak_826	65128315	25.10	25.45	0.35	73.51	1.00	0.00
chr9	65294047	65294291	Peak_230	65294169	45.65	45.90	0.24	188.19	1.00	0.00
chr9	65435637	65435881	Peak_1863	65435759	14.55	14.81	0.26	58.03	1.00	0.00
chr9	65461109	65461353	Peak_7655	65461231	2.57	2.80	0.24	11.75	1.00	0.13
chr9	65588106	65588350	Peak_12037	65588228	1.24	1.34	0.06	22.45	0.97	0.27
chr9	65588919	65589163	Peak_8836	65589041	2.05	2.32	0.27	8.68	1.00	0.17
chr9	65593656	65593900	Peak_6163	65593778	3.58	3.77	0.19	19.44	1.00	0.06
chr9	65606264	65606508	Peak_1903	65606386	14.34	14.71	0.37	40.06	1.00	0.00
chr9	65676303	65676547	Peak_3131	65676425	8.90	9.04	0.14	65.87	1.00	0.00
chr9	65704432	65704676	Peak_4759	65704554	5.30	5.67	0.37	15.32	1.00	0.00
chr9	65885072	65885316	Peak_11740	65885194	1.29	1.49	0.20	7.46	1.00	0.27
chr9	66059888	66060132	Peak_8109	66060010	2.35	2.63	0.28	9.29	1.00	0.16
chr9	66124704	66124948	Peak_7760	66124826	2.51	2.62	0.11	23.38	1.00	0.13
chr9	66275703	66275947	Peak_8483	66275825	2.18	2.33	0.15	15.55	1.00	0.16
chr9	66357307	66357551	Peak_6113	66357429	3.62	3.74	0.11	32.78	1.00	0.05
chr9	66511535	66511779	Peak_5978	66511657	3.76	3.93	0.18	22.05	1.00	0.03
chr9	66514238	66514482	Peak_3956	66514360	6.70	6.97	0.27	25.92	1.00	0.00
chr9	66643622	66643866	Peak_9145	66643744	1.94	2.13	0.19	11.44	1.00	0.16
chr9	67043887	67044131	Peak_2602	67044009	10.90	11.00	0.10	105.94	1.00	0.00
chr9	67152968	67153212	Peak_8334	67153090	2.24	2.49	0.25	10.05	1.00	0.17
chr9	67175617	67175861	Peak_6100	67175739	3.64	3.87	0.22	17.24	1.00	0.03
chr9	67177288	67177532	Peak_7113	67177410	2.88	3.07	0.20	15.64	1.00	0.13
chr9	67209615	67209859	Peak_7555	67209737	2.62	2.69	0.07	38.02	1.00	0.13
chr9	67268130	67268374	Peak_13254	67268252	1.05	1.16	0.11	10.32	1.00	0.35
chr9	67632601	67632845	Peak_6576	67632723	3.24	3.36	0.12	27.82	1.00	0.09
chr9	67733700	67733944	Peak_7069	67733822	2.91	3.17	0.26	12.18	1.00	0.11
chr9	67742965	67743209	Peak_6642	67743087	3.20	3.33	0.13	24.86	1.00	0.09
chr9	67788154	67788398	Peak_2555	67788276	11.07	11.32	0.25	46.17	1.00	0.00
chr9	67960987	67961231	Peak_12536	67961109	1.16	1.26	0.08	16.07	0.98	0.31
chr9	69103540	69103784	Peak_10512	69103662	1.55	1.66	0.10	15.83	1.00	0.23
chr9	69210897	69211141	Peak_3986	69211019	6.65	6.93	0.28	24.88	1.00	0.00
chr9	69343963	69344207	Peak_1846	69344085	14.73	14.89	0.16	95.53	1.00	0.00
chr9	69608807	69609051	Peak_3467	69608929	7.89	8.00	0.11	73.29	1.00	0.00
chr9	69714501	69714745	Peak_13165	69714623	1.06	1.15	0.08	13.81	1.00	0.33
chr9	69762802	69763046	Peak_8102	69762924	2.35	2.57	0.22	11.54	1.00	0.16
chr9	69902613	69902857	Peak_13097	69902735	1.07	1.21	0.14	8.55	1.00	0.33
chr9	69907391	69907635	Peak_8731	69907513	2.09	2.15	0.06	36.92	1.00	0.17
chr9	69967181	69967425	Peak_13151	69967303	1.06	1.21	0.15	8.29	1.00	0.33
chr9	69989243	69989487	Peak_428	69989365	34.94	35.10	0.16	221.29	1.00	0.00
chr9	69992100	69992344	Peak_4592	69992222	5.54	5.59	0.05	110.76	1.00	0.00
chr9	70012762	70013006	Peak_7298	70012884	2.75	2.92	0.16	17.80	1.00	0.12
chr9	70043424	70043668	Peak_915	70043546	23.80	23.97	0.18	135.82	1.00	0.00
chr9	70082464	70082708	Peak_2178	70082586	12.77	12.87	0.11	121.72	1.00	0.00
chr9	70140330	70140574	Peak_5826	70140452	3.91	4.01	0.11	38.03	1.00	0.03
chr9	70159692	70159936	Peak_8814	70159814	2.06	2.31	0.25	9.08	1.00	0.17
chr9	70185844	70186088	Peak_9391	70185966	1.86	1.94	0.07	25.96	1.00	0.16
chr9	70503742	70503986	Peak_1100	70503864	21.50	21.75	0.24	89.59	1.00	0.00
chr9	70542562	70542806	Peak_5553	70542684	4.17	4.22	0.05	79.99	1.00	0.04
chr9	70794023	70794267	Peak_12631	70794145	1.14	1.24	0.10	12.30	1.00	0.31
chr9	70812465	70812709	Peak_6653	70812587	3.19	3.40	0.21	16.54	1.00	0.09
chr9	70830136	70830380	Peak_12954	70830258	1.10	1.20	0.10	11.53	1.00	0.32
chr9	70943139	70943383	Peak_9362	70943261	1.87	2.12	0.25	8.56	1.00	0.16
chr9	71463335	71463579	Peak_9552	71463457	1.81	1.98	0.17	11.92	1.00	0.17
chr9	71463554	71463798	Peak_9760	71463676	1.75	1.90	0.15	12.83	1.00	0.18
chr9	71613134	71613378	Peak_8595	71613256	2.14	2.30	0.16	14.00	1.00	0.16
chr9	71643949	71644193	Peak_9242	71644071	1.91	1.96	0.05	38.92	1.00	0.16
chr9	71764597	71764841	Peak_11814	71764719	1.28	1.45	0.17	8.64	1.00	0.27
chr9	72339161	72339405	Peak_12802	72339283	1.12	1.17	0.05	23.14	1.00	0.31
chr9	72374112	72374356	Peak_9693	72374234	1.77	1.84	0.07	25.75	1.00	0.19
chr9	72451912	72452156	Peak_12679	72452034	1.14	1.31	0.17	7.63	1.00	0.31
chr9	72663246	72663490	Peak_2275	72663368	12.29	12.43	0.14	85.87	1.00	0.00
chr9	72762208	72762452	Peak_7831	72762330	2.47	2.58	0.11	23.70	1.00	0.13
chr9	72825029	72825273	Peak_9254	72825151	1.91	2.07	0.16	12.84	1.00	0.16
chr9	72945602	72945846	Peak_6330	72945724	3.44	3.49	0.06	59.93	1.00	0.08
chr9	72958483	72958727	Peak_10536	72958605	1.54	1.82	0.28	6.43	1.00	0.23
chr9	73026256	73026500	Peak_2865	73026378	9.90	10.14	0.24	41.75	1.00	0.00
chr9	73094574	73094818	Peak_7123	73094696	2.87	3.18	0.31	10.22	1.00	0.13
chr9	73113146	73113390	Peak_2216	73113268	12.59	12.72	0.13	97.22	1.00	0.00
chr9	73440256	73440500	Peak_6282	73440378	3.47	3.60	0.14	26.36	1.00	0.08
chr9	74848430	74848674	Peak_13310	74848552	1.04	1.18	0.14	8.38	1.00	0.35
chr9	74857208	74857452	Peak_10664	74857330	1.51	1.75	0.24	7.26	1.00	0.22
chr9	74952713	74952957	Peak_5111	74952835	4.78	4.98	0.20	24.87	1.00	0.02
chr9	75306109	75306353	Peak_7892	75306231	2.44	2.62	0.17	15.07	1.00	0.14
chr9	75335999	75336243	Peak_9998	75336121	1.68	2.01	0.32	6.20	1.00	0.21
chr9	75458179	75458423	Peak_4563	75458301	5.59	5.78	0.19	30.26	1.00	0.00
chr9	75559551	75559795	Peak_824	75559673	25.13	25.38	0.25	102.64	1.00	0.00
chr9	75683944	75684188	Peak_3008	75684066	9.34	9.64	0.29	32.69	1.00	0.00
chr9	75787013	75787257	Peak_12877	75787135	1.10	1.22	0.11	10.64	1.00	0.32
chr9	75803441	75803685	Peak_4863	75803563	5.12	5.25	0.13	39.97	1.00	0.00
chr9	77465441	77465685	Peak_2557	77465563	11.07	11.17	0.10	108.25	1.00	0.00
chr9	77917030	77917274	Peak_2951	77917152	9.56	9.62	0.06	167.84	1.00	0.00
chr9	77937373	77937617	Peak_10292	77937495	1.60	1.74	0.14	12.40	1.00	0.22
chr9	78059568	78059812	Peak_12017	78059690	1.24	1.44	0.19	7.48	1.00	0.27
chr9	78220949	78221193	Peak_3010	78221071	9.34	9.55	0.21	45.31	1.00	0.00
chr9	78355313	78355557	Peak_3074	78355435	9.11	9.26	0.15	63.21	1.00	0.00
chr9	78401804	78402048	Peak_11429	78401926	1.34	1.50	0.05	29.27	0.93	0.24
chr9	78443092	78443336	Peak_3953	78443214	6.71	6.97	0.27	26.23	1.00	0.00
chr9	78448117	78448361	Peak_7737	78448239	2.52	2.83	0.30	9.31	1.00	0.13
chr9	78481780	78482024	Peak_4778	78481902	5.27	5.36	0.09	58.93	1.00	0.00
chr9	78503203	78503447	Peak_5129	78503325	4.76	4.99	0.23	21.29	1.00	0.04
chr9	78533347	78533591	Peak_418	78533469	35.42	35.66	0.24	147.36	1.00	0.00
chr9	78588020	78588264	Peak_13219	78588142	1.05	1.19	0.14	8.68	1.00	0.33
chr9	79333418	79333662	Peak_4899	79333540	5.06	5.17	0.11	45.68	1.00	0.00
chr9	79719426	79719670	Peak_4387	79719548	5.92	6.12	0.20	30.54	1.00	0.00
chr9	79759608	79759852	Peak_5664	79759730	4.07	4.26	0.19	22.30	1.00	0.04
chr9	79793501	79793745	Peak_2087	79793623	13.20	13.30	0.10	139.49	1.00	0.00
chr9	80164931	80165175	Peak_9251	80165053	1.91	2.10	0.18	11.58	0.99	0.16
chr9	80202781	80203025	Peak_359	80202903	38.10	38.45	0.36	107.15	1.00	0.00
chr9	80401775	80402019	Peak_7499	80401897	2.64	2.71	0.07	39.01	1.00	0.13
chr9	81570143	81570387	Peak_9369	81570265	1.87	1.94	0.07	29.48	1.00	0.16
chr9	81669604	81669848	Peak_4910	81669726	5.05	5.30	0.25	20.87	1.00	0.00
chr9	83401252	83401496	Peak_7216	83401374	2.80	2.99	0.18	16.22	1.00	0.12
chr9	84038357	84038601	Peak_2643	84038479	10.72	10.89	0.17	62.42	1.00	0.00
chr9	84045772	84046016	Peak_4478	84045894	5.74	5.94	0.20	28.99	1.00	0.00
chr9	85791576	85791820	Peak_1090	85791698	21.61	21.68	0.07	317.15	1.00	0.00
chr9	86451701	86451945	Peak_11507	86451823	1.33	1.69	0.35	4.76	1.00	0.24
chr9	86464424	86464668	Peak_13360	86464546	1.03	7.39	0.09	83.43	0.14	0.35
chr9	86571637	86571881	Peak_11379	86571759	1.36	1.54	0.18	8.34	1.00	0.25
chr9	86572384	86572628	Peak_10655	86572506	1.51	1.63	0.11	14.27	1.00	0.22
chr9	87021752	87021996	Peak_2766	87021874	10.26	10.41	0.15	69.25	1.00	0.00
chr9	87255444	87255688	Peak_437	87255566	34.71	34.92	0.21	168.24	1.00	0.00
chr9	87907352	87907596	Peak_2221	87907474	12.57	12.67	0.10	133.19	1.00	0.00
chr9	88069834	88070078	Peak_6945	88069956	2.99	3.18	0.19	16.65	1.00	0.12
chr9	88124687	88124931	Peak_2890	88124809	9.79	9.86	0.07	131.52	1.00	0.00
chr9	88155623	88155867	Peak_12078	88155745	1.23	1.43	0.20	7.18	1.00	0.29
chr9	88241573	88241817	Peak_8216	88241695	2.30	2.46	0.16	15.31	1.00	0.16
chr9	88438812	88439056	Peak_12618	88438934	1.15	1.90	0.05	37.14	0.62	0.31
chr9	89705004	89705248	Peak_471	89705126	33.30	33.50	0.20	164.41	1.00	0.00
chr9	89878476	89878720	Peak_10335	89878598	1.59	1.79	0.19	9.20	1.00	0.22
chr9	90112997	90113241	Peak_12488	90113119	1.17	1.32	0.16	8.36	1.00	0.31
chr9	90124399	90124643	Peak_11669	90124521	1.30	1.42	0.11	12.98	0.99	0.26
chr9	90171456	90171700	Peak_6024	90171578	3.71	3.92	0.20	19.14	1.00	0.03
chr9	90272308	90272552	Peak_10848	90272430	1.47	1.59	0.13	12.56	1.00	0.24
chr9	91163654	91163898	Peak_13153	91163776	1.06	1.23	0.17	7.35	1.00	0.33
chr9	91478448	91478692	Peak_5568	91478570	4.16	4.24	0.08	51.66	1.00	0.04
chr9	91564399	91564643	Peak_9767	91564521	1.75	1.88	0.06	29.06	0.96	0.18
chr9	92250290	92250534	Peak_12365	92250412	1.18	1.47	0.29	5.15	1.00	0.31
chr9	94590303	94590547	Peak_10581	94590425	1.53	1.68	0.15	11.04	1.00	0.23
chr9	94610987	94611231	Peak_11066	94611109	1.42	1.59	0.18	8.99	1.00	0.23
chr9	94680840	94681084	Peak_5849	94680962	3.87	3.99	0.12	33.25	1.00	0.03
chr9	95073055	95073299	Peak_4949	95073177	5.00	5.22	0.22	23.54	1.00	0.00
chr9	95168434	95168678	Peak_7610	95168556	2.59	2.70	0.11	24.35	1.00	0.13
chr9	95523154	95523398	Peak_5376	95523276	4.38	4.48	0.11	41.89	1.00	0.04
chr9	95560300	95560544	Peak_2125	95560422	13.03	13.29	0.26	51.66	1.00	0.00
chr9	95695161	95695405	Peak_6037	95695283	3.70	4.09	0.39	10.58	1.00	0.03
chr9	95805484	95805728	Peak_3389	95805606	8.11	8.32	0.21	38.94	1.00	0.00
chr9	95845201	95845445	Peak_966	95845323	22.97	23.10	0.14	168.19	1.00	0.00
chr9	95954546	95954790	Peak_13186	95954668	1.06	1.34	0.28	4.73	1.00	0.33
chr9	96014794	96015038	Peak_7748	96014916	2.52	2.71	0.19	14.05	1.00	0.13
chr9	96544150	96544394	Peak_3416	96544272	8.04	8.44	0.11	77.52	0.96	0.00
chr9	96545045	96545289	Peak_9073	96545167	1.97	2.18	0.21	10.41	1.00	0.17
chr9	96750734	96750978	Peak_6931	96750856	3.00	3.15	0.15	20.66	1.00	0.12
chr9	96870499	96870743	Peak_4509	96870621	5.69	5.84	0.15	38.50	1.00	0.00
chr9	96944495	96944739	Peak_13371	96944617	1.03	1.19	0.16	7.52	1.00	0.35
chr9	96954509	96954753	Peak_2305	96954631	12.11	12.36	0.25	49.30	1.00	0.00
chr9	97018985	97019229	Peak_9127	97019107	1.95	2.19	0.24	9.16	1.00	0.16
chr9	97111057	97111301	Peak_7217	97111179	2.80	3.12	0.32	9.87	1.00	0.12
chr9	97133287	97133531	Peak_1822	97133409	14.84	14.98	0.14	104.84	1.00	0.00
chr9	97278414	97278658	Peak_5369	97278536	4.39	4.61	0.22	21.12	1.00	0.04
chr9	97430350	97430594	Peak_10280	97430472	1.61	1.66	0.05	32.17	1.00	0.22
chr9	97621352	97621596	Peak_12582	97621474	1.15	1.31	0.16	8.04	1.00	0.31
chr9	98236486	98236730	Peak_12612	98236608	1.15	1.28	0.13	9.62	1.00	0.31
chr9	98296789	98297033	Peak_9148	98296911	1.94	2.13	0.18	11.52	1.00	0.16
chr9	98563552	98563796	Peak_2059	98563674	13.35	13.51	0.16	82.54	1.00	0.00
chr9	98691212	98691456	Peak_1967	98691334	13.90	14.15	0.25	55.54	1.00	0.00
chr9	98842299	98842543	Peak_9472	98842421	1.84	1.93	0.10	20.26	1.00	0.16
chr9	98979761	98980005	Peak_387	98979883	36.63	36.80	0.17	219.38	1.00	0.00
chr9	98986215	98986459	Peak_3094	98986337	9.06	9.16	0.11	84.51	1.00	0.00
chr9	99163954	99164198	Peak_6936	99164076	3.00	3.27	0.27	12.00	1.00	0.12
chr9	99237100	99237344	Peak_5308	99237222	4.48	4.69	0.22	21.83	1.00	0.04
chr9	99248389	99248633	Peak_9593	99248511	1.80	2.00	0.20	9.99	1.00	0.18
chr9	99596106	99596350	Peak_6685	99596228	3.17	3.38	0.21	15.96	1.00	0.09
chr9	99629721	99629965	Peak_8141	99629843	2.33	2.45	0.12	20.05	1.00	0.16
chr9	99730660	99730904	Peak_7209	99730782	2.81	2.98	0.17	17.14	1.00	0.12
chr9	99768489	99768733	Peak_7957	99768611	2.42	2.52	0.10	25.14	1.00	0.15
chr9	99856484	99856728	Peak_9967	99856606	1.69	1.89	0.20	9.60	1.00	0.21
chr9	99879375	99879619	Peak_12507	99879497	1.16	1.28	0.11	11.21	1.00	0.31
chr9	100546195	100546439	Peak_8709	100546317	2.09	2.45	0.35	6.94	1.00	0.17
chr9	101034814	101035058	Peak_182	101034936	49.36	49.62	0.26	189.33	1.00	0.00
chr9	101061097	101061341	Peak_12620	101061219	1.14	1.25	0.10	12.01	1.00	0.31
chr9	101073614	101073858	Peak_1765	101073736	15.20	15.39	0.19	82.15	1.00	0.00
chr9	101073765	101074009	Peak_1738	101073887	15.33	15.47	0.14	111.80	1.00	0.00
chr9	101791972	101792216	Peak_12931	101792094	1.10	1.25	0.15	8.27	1.00	0.32
chr9	102189533	102189777	Peak_9858	102189655	1.73	1.79	0.06	29.04	1.00	0.18
chr9	102267700	102267944	Peak_3979	102267822	6.66	6.73	0.07	92.59	1.00	0.00
chr9	102304391	102304635	Peak_4287	102304513	6.08	6.14	0.07	92.08	1.00	0.00
chr9	102418165	102418409	Peak_6970	102418287	2.98	3.09	0.12	26.54	1.00	0.11
chr9	102454593	102454837	Peak_8254	102454715	2.28	2.35	0.07	34.43	1.00	0.17
chr9	102669031	102669275	Peak_6617	102669153	3.21	3.42	0.21	16.12	1.00	0.09
chr9	102690895	102691139	Peak_11673	102691017	1.30	1.44	0.14	10.49	1.00	0.26
chr9	102717645	102717889	Peak_4768	102717767	5.28	5.65	0.36	15.54	1.00	0.00
chr9	102728451	102728695	Peak_3104	102728573	9.01	9.31	0.31	30.50	1.00	0.00
chr9	102779610	102779854	Peak_10671	102779732	1.51	1.71	0.20	8.55	1.00	0.22
chr9	102830358	102830602	Peak_7268	102830480	2.77	3.01	0.24	12.51	1.00	0.12
chr9	103102569	103102813	Peak_13569	103102691	1.01	1.16	0.16	7.44	1.00	0.35
chr9	103213148	103213392	Peak_11437	103213270	1.34	1.45	0.10	14.01	1.00	0.24
